,name,org,url,pub
214,Mengyu Li,Beijing University of Posts and Telecommunications,https://dl.acm.org/profile/99659445834,Service Structure Mechanism Based on Edge Computing in Emergency Disaster Recovery Scenario
215,Xushan Chen,Beijing University of Posts and Telecommunications,https://dl.acm.org/profile/99659445873,Service Structure Mechanism Based on Edge Computing in Emergency Disaster Recovery Scenario
216,Milan Stute,Technical University of Darmstadt,https://dl.acm.org/profile/99659221234,Reverse Engineering Human Mobility in Large-scale Natural Disasters
217,Max Maass,Technical University of Darmstadt,https://dl.acm.org/profile/99658728748,Reverse Engineering Human Mobility in Large-scale Natural Disasters
218,Tom Schons,Technical University of Darmstadt,https://dl.acm.org/profile/99658727246,Reverse Engineering Human Mobility in Large-scale Natural Disasters
219,Matthias Hollick,Technical University of Darmstadt,https://dl.acm.org/profile/81100325093,Reverse Engineering Human Mobility in Large-scale Natural Disasters
220,Emilio Sulis,University of Turin,https://dl.acm.org/profile/99659066439,Public health management facing disaster response: a business process simulation perspective
221,Antonio Di Leva,University of Turin,https://dl.acm.org/profile/81100170481,Public health management facing disaster response: a business process simulation perspective
222,Osvaldo Fonseca,Federal University of Minas Gerais,https://dl.acm.org/profile/99658643617,Tracking Down Sources of Spoofed IP Packets
223,Ítalo Cunha,Federal University of Minas Gerais,https://dl.acm.org/profile/81100566102,Tracking Down Sources of Spoofed IP Packets
224,Elverton Fazzion,Federal University of Sao Joao del-Rei,https://dl.acm.org/profile/99658652630,Tracking Down Sources of Spoofed IP Packets
225,Brivaldo Junior,Federal University of Mato Grosso do Sul,https://dl.acm.org/profile/99659295957,Tracking Down Sources of Spoofed IP Packets
226,Ronaldo A. Ferreira,Federal University of Mato Grosso do Sul,https://dl.acm.org/profile/81100245036,Tracking Down Sources of Spoofed IP Packets
227,Ethan Katz-Bassett,Columbia University,https://dl.acm.org/profile/81319494709,Tracking Down Sources of Spoofed IP Packets
228,Maria Kjærup,Aalborg University,https://dl.acm.org/profile/99659260330,Collaborative symptoms interpretation for cardiac patients as diagnostic agents
229,Stefania Kouzeli,Aalborg University,https://dl.acm.org/profile/99659261979,Collaborative symptoms interpretation for cardiac patients as diagnostic agents
230,Mikael B. Skov,Aalborg University,https://dl.acm.org/profile/81502723616,Collaborative symptoms interpretation for cardiac patients as diagnostic agents
231,Jesper Kjeldskov,Aalborg University,https://dl.acm.org/profile/81548020677,Collaborative symptoms interpretation for cardiac patients as diagnostic agents
232,Charlotte S. Skov,Aalborg University Hospital,https://dl.acm.org/profile/99658697105,Collaborative symptoms interpretation for cardiac patients as diagnostic agents
233,Peter Søgaard,Aalborg University Hospital,https://dl.acm.org/profile/99659260462,Collaborative symptoms interpretation for cardiac patients as diagnostic agents
234,Oliver James,"DNEG, United kingdom",https://dl.acm.org/profile/81320491067,Building interstellar's black hole: the gravitational renderer
235,Simon Pabst,"DNEG, United kingdom",https://dl.acm.org/profile/81351601516,Building interstellar's black hole: the gravitational renderer
236,Kip S. Thorne,California Institute of Technology,https://dl.acm.org/profile/99658729325,Building interstellar's black hole: the gravitational renderer
237,Jorge Gomes,"Faculdade de Ciências, Universidade de Lisboa",https://dl.acm.org/profile/81488665678,Generic behaviour similarity measures for evolutionary swarm robotics
238,Anders L. Christensen,University of Southern Denmark,https://dl.acm.org/profile/81339494727,Generic behaviour similarity measures for evolutionary swarm robotics
239,Weizhao Tang,Carnegie Mellon University,https://dl.acm.org/profile/99659538875,Privacy-Utility Tradeoffs in Routing Cryptocurrency over Payment Channel Networks
240,Weina Wang,Carnegie Mellon University,https://dl.acm.org/profile/81557411656,Privacy-Utility Tradeoffs in Routing Cryptocurrency over Payment Channel Networks
241,Giulia Fanti,Carnegie Mellon University,https://dl.acm.org/profile/87959020057,Privacy-Utility Tradeoffs in Routing Cryptocurrency over Payment Channel Networks
242,Sewoong Oh,University of Washington,https://dl.acm.org/profile/99659926677,Privacy-Utility Tradeoffs in Routing Cryptocurrency over Payment Channel Networks
243,Theus Hossmann,"Swiss Federal Institute of Technology, Zurich",https://dl.acm.org/profile/81367595196,Twitter in disaster mode: opportunistic communication and distribution of sensor data in emergencies
244,Franck Legendre,"Armasuisse, Switzerland",https://dl.acm.org/profile/81367597737,Twitter in disaster mode: opportunistic communication and distribution of sensor data in emergencies
245,Paolo Carta,"Swiss Federal Institute of Technology, Zurich",https://dl.acm.org/profile/81492655292,Twitter in disaster mode: opportunistic communication and distribution of sensor data in emergencies
246,Per Gunningberg,Uppsala University,https://dl.acm.org/profile/81100357694,Twitter in disaster mode: opportunistic communication and distribution of sensor data in emergencies
247,Christian Rohner,Uppsala University,https://dl.acm.org/profile/81100072656,Twitter in disaster mode: opportunistic communication and distribution of sensor data in emergencies
248,T. Legendi,Hungarian Academy of Sciences,https://dl.acm.org/profile/81100304088,Cellular hardware and symbolic computation
249,Edna Dias Canedo,Universidade de Brasília,https://dl.acm.org/profile/81508706852,ICT Practitioners’ Perception of Working from Home During the Covid-19 Pandemic: Exploring Gender Differences
250,Angelica Calazans,University Center of Brasília – UniCEUB,https://dl.acm.org/profile/81100590415,ICT Practitioners’ Perception of Working from Home During the Covid-19 Pandemic: Exploring Gender Differences
251,Geovana Silva,Universidade de Brasília,https://dl.acm.org/profile/99660243969,ICT Practitioners’ Perception of Working from Home During the Covid-19 Pandemic: Exploring Gender Differences
252,Eloisa Masson,University Center of Brasília – UniCEUB,https://dl.acm.org/profile/99659657099,ICT Practitioners’ Perception of Working from Home During the Covid-19 Pandemic: Exploring Gender Differences
253,Quentin Jones,New Jersey Institute of Technology,https://dl.acm.org/profile/81100554718,Empirical evidence of information overload constraining chat channel community interactions
254,Mihai Moldovan,New Jersey Institute of Technology,https://dl.acm.org/profile/81384592582,Empirical evidence of information overload constraining chat channel community interactions
255,Daphne Raban,University of Haifa,https://dl.acm.org/profile/81310487460,Empirical evidence of information overload constraining chat channel community interactions
256,Brian Butler,University of Pittsburgh,https://dl.acm.org/profile/81100547938,Empirical evidence of information overload constraining chat channel community interactions
257,Georgios Psaropoulos,EPFL,https://dl.acm.org/profile/99659228530,Bridging the Latency Gap between NVM and DRAM for Latency-bound Operations
258,Ismail Oukid,Snowflake Inc.,https://dl.acm.org/profile/89758806457,Bridging the Latency Gap between NVM and DRAM for Latency-bound Operations
259,Thomas Legler,SAP AG,https://dl.acm.org/profile/81100211597,Bridging the Latency Gap between NVM and DRAM for Latency-bound Operations
260,Norman May,SAP AG,https://dl.acm.org/profile/81100190328,Bridging the Latency Gap between NVM and DRAM for Latency-bound Operations
261,Anastasia Ailamaki,EPFL,https://dl.acm.org/profile/81548007362,Bridging the Latency Gap between NVM and DRAM for Latency-bound Operations
262,Moshe Y. Vardi,Rice University,https://dl.acm.org/profile/81100371692,Technology has social consequences
263,Yixuan Zhang,Georgia Institute of Technology,https://dl.acm.org/profile/99659723371,Mapping the Landscape of COVID-19 Crisis Visualizations
264,Yifan Sun,William & Mary,https://dl.acm.org/profile/99659092922,Mapping the Landscape of COVID-19 Crisis Visualizations
265,Lace Padilla,"University of California, Merced",https://dl.acm.org/profile/99659093633,Mapping the Landscape of COVID-19 Crisis Visualizations
266,Sumit Barua,Northeastern University,https://dl.acm.org/profile/99659702354,Mapping the Landscape of COVID-19 Crisis Visualizations
267,Enrico Bertini,New York University,https://dl.acm.org/profile/81100628712,Mapping the Landscape of COVID-19 Crisis Visualizations
268,Andrea G Parker,Emory University,https://dl.acm.org/profile/81556858356,Mapping the Landscape of COVID-19 Crisis Visualizations
269,Hyung-Deug Bae,Electronics Telecommunication Research Institute,https://dl.acm.org/profile/81484650873,Measurement of Inter-Frequency Small Cell in Heterogeneous Networks
270,Jae-Wook Shin,Electronics Telecommunication Research Institute,https://dl.acm.org/profile/87258877957,Measurement of Inter-Frequency Small Cell in Heterogeneous Networks
271,Pyeong-Jung Song,Electronics Telecommunication Research Institute,https://dl.acm.org/profile/81460640541,Measurement of Inter-Frequency Small Cell in Heterogeneous Networks
272,Arindam K. Das,Eastern Washington University,https://dl.acm.org/profile/99659528026,Scheduling Post-disaster Repairs in Electricity Distribution Networks with Uncertain Repair Times
273,Mareldi Ahumada-Paras,University of Washington,https://dl.acm.org/profile/99659526500,Scheduling Post-disaster Repairs in Electricity Distribution Networks with Uncertain Repair Times
274,Payman Arabshahi,University of Washington,https://dl.acm.org/profile/81100628634,Scheduling Post-disaster Repairs in Electricity Distribution Networks with Uncertain Repair Times
275,Daniel S. Kirschen,University of Washington,https://dl.acm.org/profile/81493647672,Scheduling Post-disaster Repairs in Electricity Distribution Networks with Uncertain Repair Times
276,Thomas R. C. Smallwood,Flowminder Foundation,https://dl.acm.org/profile/99660049061,Mobile phone usage data for disaster response
277,Véronique Lefebvre,Flowminder Foundation,https://dl.acm.org/profile/99660050015,Mobile phone usage data for disaster response
278,Linus Bengtsson,Flowminder Foundation,https://dl.acm.org/profile/99660050222,Mobile phone usage data for disaster response
279,Logan Kugler,"4K Research & Consulting, LLC",https://dl.acm.org/profile/81367598959,Robots compete in disaster scenarios
280,Joel Brynielsson,Swedish Defence Research Agency,https://dl.acm.org/profile/81430640973,Information requirements for national level cyber situational awareness
281,Ulrik Franke,KTH Royal Institute of Technology,https://dl.acm.org/profile/81416596597,Information requirements for national level cyber situational awareness
282,William Lewis,University of Georgia,https://dl.acm.org/profile/99659411349,An empirical assessment of IT disaster risk
283,Richard T. Watson,University of Georgia,https://dl.acm.org/profile/81452614454,An empirical assessment of IT disaster risk
284,Simin Chen,The University of Texas at Dallas,https://dl.acm.org/profile/99659629325,DENAS: automated rule generation by knowledge extraction from neural networks
285,Soroush Bateni,The University of Texas at Dallas,https://dl.acm.org/profile/99659308393,DENAS: automated rule generation by knowledge extraction from neural networks
